,dynasty,author,content,title,keywords
97023,Song,释绍嵩,春色都将付海棠|群仙会处锦屏张|约斋妙出春风手|子美无情为发扬,游张园观海棠戏作,群仙 海棠 春风 春色
97031,Song,彭汝砺,回环万竹锁烟霞|步履迟留问故家|我向利名心最薄|青云合得旧生涯,和颖叔游宗华并一绝奉呈,青云 烟霞 迟留 利名
97041,Ming,凌义渠,率然携榼即为群|共简藏书到日曛|依旧尘封兼鼠耗|可知读律不论文,夏日漫兴 其十三,藏书 尘封 论文 群
97044,Ming,谢榛,海日高临塞上城|汉家诸将久屯兵|断云飞去辽天阔|北望燕然万古情,塞上曲寄少司马苏允吉 其一,断云 海日 飞去 汉家
97052,Song,葛胜仲,云篷烟艇寄孤高|破浪乘风不碍桥|岂待征夫问归路|始教轻漾日遥遥,再赋十绝 其六,遥遥 归路 孤高 乘风
97065,Song,邓深,客中相识便相知|日日相过不问时|除却酒杯浇旅况|若非坐隐即论诗,别金华朱丞 其一,日日 酒杯 论诗 客中
97078,Ming,孙蕡,翻羡南邻卖酒姬|近来嫁得住家儿|何尝荡着春波性|步步相随不暂离,闺怨一百二十首 其一○一,春波 步步 卖酒 南邻
97081,Ming,谢榛,共醉春风且放情|白云无定若浮名|好花开落寻常事|遮莫黄鹂不住声,愚公园春酌二首 其一,浮名 白云 春风 黄鹂
97082,Ming,释函可,雪底燕歌不可听|千峰不见一峰青|几年心著寒灰死|敲碎他家老瓦瓶,雪中同阿字读柱江燕歌,青 死 寒灰 燕歌
97093,Ming,谢晋,白头太守文章伯|晚节桑榆景倍饶|莫道户庭常不出|时还送客到溪桥,赠致仕徐乐馀,白头 溪桥 文章 送客
97098,Ming,陈献章,忽然突兀见新堂|远抱飞云万丈光|主翁合是比闾长|此地还成礼义乡,题湛民泽家庙,主翁 还成 飞云 乡
97102,Ming,彭日贞,芳华销歇古来多|欲哭张乔且放歌|借问赵家痴姊妹|六宫专宠近如何,恻恻吟 其九十六,借问 放歌 销歇 芳华
97105,Ming,姚士磷,记得船窗写夜新|去年今夕念相亲|当轩就是当时月|不见呼侬看月人,见月有怀,看月 船窗 写 去年
97110,Song,韦骧,改号泥封下碧空|天光远烛郡城中|禁林旧德承宣重|预向偏州致岁丰,和喜奉御札改元元丰口号,旧德 天光 城中 碧空
97114,Song,释道璨,卧闻开到碧桃花|病起情怀属自家|报到春风无可得|呼童洗鼎煮新茶,病起和徐处士并寄致轩二首 其一,碧桃 病起 情怀 春风
97116,Song,李龏,蟾精雪魄孕灵荄|逐朵檀心巧胜裁|要比春工高一著|凌寒先伴六花开,梅花集句 其一,高 凌寒 檀心 春工
97120,Tang,陈标,琉璃地上开红艳|碧落天头散晓霞|应是向西无地种|不然争肯重莲花,僧院牡丹,琉璃 碧落 晓霞 莲花
97130,Song,姜特立,翠衿红觜娇唇舌|羽族于中最性灵|巧护狸狌莫惊吓|好留相伴诵心经,赋巩丈鹦鹉三首 其三,好留 性灵 娇 诵
97147,Tang,杜牧,芦花深泽静垂纶|月夕烟朝几十春|自说孤舟寒水畔|不曾逢著独醒人,赠渔父,孤舟 独醒 芦花 垂纶
97150,Ming,胡奎,昔年买棹过西湖|湖上青螺一点孤|为问此山谁作伴|只留香影付林逋,题孤山,西湖 昔年 林逋 谁作
97156,Ming,林熙春,九日龙山游未罢|平原萸酒有余香|将军趣驾迟君约|却负东篱自向阳,九月十九辱德进招饮时适邀黄将军为改次日德进惠以二绝次韵奉答,平原 龙山 将军 东篱
97163,Song,韩琦友,是非莫问门前客|得失须凭塞上翁|引取碧油红旆去|邺王台畔醉春风,诗一首,台畔 红旆 春风 碧油
97164,Ming,黄佐,十里隋堤尽鹤群|春来应见玉宸君|帝城已结三珠树|仙苑长盘五色云,南归途中杂诗二十二首 其十二,帝城 珠树 隋堤 玉宸
97170,Ming,杨士奇,老托藜筇与竹舆|关山千里从龙车|五年重过头成雪|料得山灵也笑渠,寄两王詹事周庶子李钱两学士黎谕德兼致谢意 其一,关山 山灵 头 重过
97175,Ming,刘炳,荷锸相随刘伯伦|竹林避世信天民|朝朝痛饮馀杭酒|苏小门前醉过春,西湖独酌偶 其一,竹林 避世 朝朝 痛饮
97178,Song,米芾,半山亭下老苔钱|凿破玻瓈引碧泉|一片玉蟾留不住|夜深飞入镜中天,都梁十景诗 玻瓈泉浸月,半山 夜深 玉蟾 中天
97187,Yuan,郭居敬,一年生计一春忙|男力锄禾女采桑|粒粒盘中云子白|丝丝机上雪纨香,百香诗 其九十四 农,采桑 忙 盘中 丝丝
97189,Song,李若水,事纵未涯心已老|山虽许远梦能归|团蒲稳坐亦不恶|扪虱工夫趁早晖,次韵王深之二首 其一,扪虱 心 梦 未涯
97190,Song,姜特立,周公洒灰垂典教|为尔朋徒多取闹|如今大索不相容|省口何如且泥淖,虾蟆,垂 典教 多 泥淖
97205,Tang,李涉,远别秦城万里游|乱山高下出商州|关门不锁寒溪水|一夜潺湲送客愁,再宿武关,溪水 乱山 客愁 潺湲
97212,Song,释如珙,达磨不曾来东土|二祖亦不往西天|一条古路生荆棘|更无佛法可流传,送真藏主,流传 佛法 荆棘 西天
97216,Song,黄庭坚,高节亭边竹已空|山矾独自倚春风|二三名士开颜笑|把断花光水不通,戏咏高节亭边山矾花二首 其二,花光 名士 春风 开颜
97229,Ming,虞堪,吹动箫声万籁希|飘飘风露湿仙衣|彩云飞断秦楼月|却跨青天五凤归,题张叔厚所画嬴女吹箫图,青天 风露 彩云 飘飘
97236,Song,方岳,一元坱圠先天易|万物胚浑太极图|自嚼梅花冰片片|无人先后饮屠苏,壬寅元日,梅花 片片 屠苏 饮
97246,Song,王洋,顽石连卷裹绿苔|人传桑苎手亲开|谁言天地无情物|却解殷勤唤客来,煮泉石,天地 人传 殷勤 绿苔
97264,Ming,王立道,满院花开锦作丛|短墙一角漏春风|院门深锁闲亭晚|惟有莺啼绿树中,春日杂兴 其三,春风 绿树 满院 莺啼
97269,Yuan,贯云石,秋鸣无数醉秦娥|却把轻风惹扇罗|明月碧澄天似水|此山云气动纤波,题陈北山扇五首 其一,波 云气 明月 轻风
97272,Song,金朋说,恻隐殊无一念仁|谁能推食食王孙|纷纷天下奇男子|不及淮阴一妇人,漂母堂,天下 纷纷 王孙 男子
97276,Yuan,耶律铸,归心日夜忆咸阳|海角天涯不是长|今夜月明何处好|北风低草见牛羊,夜泊青海,北风 归心 月明 日夜
97278,Song,吕本中,暂开还落不停枝|雨湿东园柳絮稀|遥想钓船今夜月|暗随潮信与春归,东园,柳絮 春归 钓船 遥想
97282,Yuan,陶宗仪,两日寒阴人日雨|不堪吼地北方痴|马牛耕战人供亿|百谷丰凶未可知,癸酉五日六日阴七日雨,痴 雨 马牛 人日
97283,Song,王侃,危陟山椒下碧湾|篮舆竟日剧千盘|伤心四起经行旧|那复当年彩袖班,过冯岭感旧,经行 伤心 山椒 篮舆
97285,Ming,李之世,弦管啁啾斗丽华|十分春色半豪家|堂前介福还增寿|过午青衣未散衙,元旦词 其四,弦管 春色 青衣 啁啾
97286,Song,晁补之,恐是凝酥染得黄|月中清露滴来香|定知何逊牵诗兴|借与穿帘一点光,谢王立之送蜡梅五首 其二,清露 诗兴 月中 穿帘
97288,Ming,范景文,春饥指望到秋偿|未老新蚕已典桑|风刈雨锄浑旧事|如今岁岁打飞蝗,和北吴歌 其十四,未老 旧事 岁岁 浑
97289,Song,郭祥正,黄尘蔽日晚风高|两目昏花客思劳|却忆江南渔父乐|河鲀入网采蒌蒿,原武按堤 其三,江南 渔父 黄尘 风高
97294,Song,邹浩,韶阳一曲有谁知|拍手相逢笑几时|偶向悦亭杉外立|元来传在最高枝,示胜业寺长老有馀 其一,高枝 拍手 笑 谁知
97299,Song,张方平,不独岩扃与市尘|金门亦可晦吾真|孤风大义人谁见|宣室聊曾抗幸臣,东方朔,宣室 金门 大义 岩扃
97301,Song,张镃,草声真似过田间|唧唧虫催兴未阑|珍重小舆能从我|夜深穿遍竹阴寒,西庄夜归,珍重 夜深 唧唧 未阑
97307,Song,郭祥正,涉溪攀磴兴何长|隔岸人家桃杏香|便是武陵迷路处|只无鸡酒劝渔郎,香涧,武陵 迷路 隔岸 人家
97313,Song,王义山,西涧元来只是刘|叶公争取过台州|退斋赤手来兴复|上水篙撑急向流,送丁直谅赴西涧山长 其一,流 过 刘 赤手
97314,Song,滕岑,色香其实无与比|摹写百端良可嗟|我今与下语一则|此是梅花非别花,梅花 其三,梅花 语 花 色香
97320,Tang,吕岩,冢上为亭鬼莫嗔|冢头人即冢中人|凭栏莫起存亡意|除却虚空总是尘,题冢上亭,中人 存亡 凭栏 虚空
97321,Song,郑会,荠菜花开雨未晴|章江烟柳正愁人|无钱可买东风醉|自写唐诗过一春,豫章客楼,烟柳 花开 愁人 东风
97335,Song,朱槔,梦好山晴晓不知|船边今日见须眉|向来快写昆仑地|元有薰风绿尽时,舟次鼋湖阻水因由董山 其四,薰风 梦好 晓 昆仑
97339,Ming,宫继兰,长日销魂去路赊|一鞭残照见人家|幅巾笑我无头角|笼尽春风处处花,东平道中,销魂 长日 残照 人家
97345,Song,顾逢,雪屋凝寒冻不流|碧天如水似中秋|一楼月色无人共|听尽钟声未下楼,雪后月夜登楼,月色 碧天 钟声 中秋
97348,Ming,彭年,林径无人尽日闲|幽禽时弄语关关|胡床坐对斜阳影|咏得禽言一破颜,庭前香橼花日遇雨口占二首 其一,破颜 胡床 斜阳 幽禽
97354,Song,陈杰,雨风睡过一年春|破闷无茶可策勋|失笑起来闻玉笛|懒晴吹涨满空云,和州秋阳,策勋 满空 玉笛 闻
97358,Ming,谢肇浙,乌桕成林稻满畦|新𥬠白酒配黄鸡|老农醉卧无人唤|日落子规头上啼,葛阳道中杂诗二首 其二,子规 白酒 日落 老农
97359,Yuan,宋无,群飞独宿水中央|逐浪随波羽半伤|莫去西湖花里睡|芰荷翻雨打鸳鸯,鲸背吟二十二首 其六 海鸥,鸳鸯 西湖 芰荷 中央
97365,Yuan,周伯琦,冰盘堆果进流霞|中秘翻馀夕景斜|画舫径从圜殿过|凤麟洲上数荷花,夏日阁中入直五首 其二,荷花 冰盘 画舫 流霞
97366,Ming,秦约,公子渔庄秋气高|湾湾野水曲塘坳|隔林月出车轮大|照见华间翡翠巢,款歌序 其一,翡翠 隔林 月出 秋气
97374,Ming,胡应麟,片席遥分大海流|宝刀持赠若为酬|黄金台馆三千尺|截取长虹寄石头,别惟寅入燕四绝 其四,大海 长虹 黄金 石头
97375,Song,李时可,六朝更代几兴亡|满地黄花只旧香|水鸟不知人事改|双飞犹自恋寒塘,六朝旧迹,兴亡 黄花 寒塘 人事
97381,Ming,成鹫,寂寂虚堂春草深|百花开遍语幽禽|木人不是无情者|遗像依稀昨日心,木人居,春草 虚堂 寂寂 幽禽
97388,Song,释德洪,四夷八蛮想风采|灶妇乳儿知姓名|寄语袖中调鼎手|未容扶杖独经行,无尽居士以峡州天宁见邀作此辞免六首 其三,寄语 姓名 经行 扶杖
97393,Ming,刘崧,金缕织成歌舞衣|年年江上惜春晖|无端心性轻离别|待得花开只解飞,往时杨清溪为乡先达菊存陈公作种菊图工妙逼真去之六十馀年其五世孙继先乃得之于其仲父有实家盖其家故物也出以示余因题其后以致景仰之意 其六,春晖 离别 歌舞 年年
97395,Song,程公许,赋就凌霄意欲仙|却飞霞佩武陵源|桃花总是甘棠旧|重与郎君憩鹿轓,谒侍郎李先生 其一,武陵 郎君 桃花 甘棠
97412,Song,何梦桂,陌上花飞春又归|春归人老发垂垂|离鸾一去无归路|岁岁花开上故枝,伤春志感 其一,花飞 离鸾 归路 垂垂
97415,Ming,唐之淳,雨雨风风淮上城|水禽山叶送秋声|可怜今夜星桥月|不著清光照客情,淮上七夕遇雨,客情 秋声 星桥 清光
97433,Song,刘才邵,灵风袅袅转幡幢|红蜡光中一缕香|万德庄严等尘土|北珠南贝若为妆,游西湖天竺书所见成五绝句 其二,光中 袅袅 庄严 尘土
97461,Ming,柳应芳,萧萧浅绛霜初醉|槭槭深红雨复然|染得千林秋一色|还家只当是春天,赋得千山红树送姚园客还闽 其一,还家 深红 萧萧 春天
97466,Ming,刘珏,贳酒烹鲈敌暮寒|垂虹桥上倚阑干|行人笑指诗翁懒|不到城中访县官,泊舟垂虹桥,城中 阑干 笑指 行人
97477,Tang,胡曾,一旦秦皇马角生|燕丹归北送荆卿|行人欲识无穷恨|听取东流易水声,咏史诗 易水,听取 东流 水声 行人
97481,Yuan,徐贲,长淮路远思君久|得见还归更不堪|未尽平生山水兴|到家应是忆江南,送王守敬还淮南,山水 长淮 路远 江南
97489,Song,黄庚,山冈独立对秋光|一袖西风两屐霜|笑倚东篱问寒菊|自渊明后几番香,问菊,笑倚 秋光 西风 东篱
97498,Song,邓希恕,乘云不到玉皇家|岩上仙桃几度花|今日喜偕三益友|看来丹灶炼黄芽,游道岩观 其一,玉皇 乘云 丹灶 黄芽
97500,Ming,王景,天上房星烛地寒|故教骏骨落人间|如今纸上空形影|曾在秋风十二闲,题画马,秋风 形影 骏骨 烛
97525,Song,喻良能,周郎诗句故惊人|尔许清新思不群|不是并刀工剪水|定知琼尺巧裁云,涂中读周希稷所示诗卷以诗代简,诗句 惊人 周郎 清新
97526,Ming,湛若水,恭甫铨曹期不来|兴高迹滞令人猜|鸣鞭走马通宁报|捷径冲泥冒雨回,先期史恭甫来同游茅山家人已迎至镇江矣月十二日也意其连夜归报速来予已到山二日至望之暮犹未至岂为泥雨所阻欤或赈饥之务未暇欤未可知也因作二诗唁之 其一,走马 冲泥 捷径 冒雨
97528,Song,释绍昙,空花翳眼没根茎|平白谁知太险生|穷一色边须撒手|且无玄路与人行,雪崖 其二,撒手 没 空花 谁知
97534,Song,王之道,老怀归去几何年|吴越宗风久寂然|闻说近来狮子吼|应将驴脚问生缘,和天衣聪老五首 其二,归去 闻说 宗风 老怀
97542,Ming,吴与弼,适楚归来又适闽|桃溪柳涧踏清晨|服膺素有前贤命|流水行云任我真,辞家口占授小儿及诸生,桃溪 清晨 流水 行云
97543,Song,赵蕃,明知喜我出山来|占此僧窗共酒杯|重愧子云孤好事|绝胜安道不空回,孙季章无愧郑季奕徐斯远以仆留智门载酒见过坐中雪作三诗 其二,绝胜 好事 酒杯 出山
97544,Ming,孙一元,瓦瓶倒尽醉难醒|独抱渔竿卧晚汀|风露满身呼不起|一江流水梦中听,醉着,风露 渔竿 流水 独抱
97546,Ming,屈大均,一谢交游故国回|寒喧不断素书来|杜陵虽有虚名好|沟壑何曾一救来,屡得友朋书札感赋 其一,沟壑 虚名 回 杜陵
97558,Song,袁燮,琉璃为叶玉为葩|妙质天然不汝瑕|精彩照人香绝俗|遗簪端的自仙家,玉簪,琉璃 照人 仙家 绝俗
97563,Ming,郑学醇,花萼春风拂御楼|楼前新曲按梁州|宫离商乱谁堪听|似送边城一断愁,唐书十六首 其三 乐书,边城 新曲 花萼 春风
97571,Tang,白居易,商州馆里停三日|待得妻孥相逐行|若比李三犹自胜|儿啼妇哭不闻声,发商州,妻孥 停 声 胜
97586,Song,陈襄,千骑重来此建旟|新年花发旧年株|东皇应是怜孤宦|十里全归锦帐铺,颍川赏花二首 其二,旧年 花发 东皇 新年
97592,Song,史浩,向阳一麓与天齐|鸡犬遥闻只隔溪|俗客未应容易到|是间唯许羽人栖,次韵郑郎中作四明谢遗尘九题走笔不二 其三 云南,遥闻 俗客 隔溪 鸡犬
97596,Song,陈著,工夫靠里方为学|时习奚分幼壮年|何幸席闲提掇紧|最明新处是陈篇,小学识愧 其三,篇 紧 学 壮年
97602,Tang,羊士谔,东风朝日破轻岚|仙棹初移酒未酣|玉笛闲吹折杨柳|春风无事傍鱼潭,泛舟入后溪 其一,朝日 玉笛 东风 春风
97615,Song,李元膺,一串红牙碎玉敲|碧云无力驻晴霄|也知唱到关情处|缓按馀声眼色招,十忆 忆歌,红牙 碧云 关情 招
97621,Song,李之仪,蓬莱宫阙有神仙|解释春风欲斗妍|不是殊狂曾迕物|肯将飞燕谓当前,次韵牡丹四绝 其三,神仙 蓬莱 宫阙 飞燕
97628,Ming,屈大均,一夕无衣寐不成|观山山上月凄清|松声捲起寒江水|散作风声与雨声,夜宿观山作 其一,江水 雨声 凄清 风声
97630,Song,释道潜,星渚江边月已生|石桥归路夜峥嵘|西风散入松千树|翻覆银河秋浪声,庐山杂兴 其四,峥嵘 银河 归路 江边
97632,Ming,徐祯卿,长安楼阁互相望|户户珠帘十二行|绿水过桥通酒市|春风下马有垂杨,大道曲,垂杨 珠帘 楼阁 长安
97633,Song,李龏,冰姿元住藐姑山|一落风尘即厚颜|寄语清香少愁结|春光不度玉门关,梅花集句 其三,寄语 风尘 清香 春光
97634,Song,释慧空,吹毛不是凡间铁|百匝千重唯一决|出头天外笑呵呵|喜得空生不曾说,送深书记 其二,笑 说 天外 铁
97636,Yuan,卜友曾,客子来时菊放秋|桃花开遍尚淹留|长空雁影北飞尽|一夜江声可白头,思归,白头 长空 淹留 桃花
97639,Song,王炎,白水满塘蒲荇青|野凫相对浴春晴|背人飞去犹回顾|我已忘机莫浪惊,野凫,飞去 白水 忘机 背人
97643,Song,吕陶,峡上相逢惟话道|湘中一笑又成诗|竞将酬唱夸新句|不为穷愁减昔时,和王定国二首 其二,新句 酬唱 穷愁 成诗
97650,Song,李吕,经夕离家行百里|山椒一上一回头|此来颇快疑阴相|寄语妻儿勿过忧,过孝义亭作诗寄归代书,寄语 离家 山椒 回头
97653,Song,谢枋得,晒衣台上草春深|天遣诗人近士林|宇宙中间千万变|长歌收拾付闲心,赠秋山道人,宇宙 春深 收拾 诗人
97654,Jin,王寂,丽华朝夕侍宸游|秋月春风醉不休|擒虎兵来狎客散|歌声犹在望仙楼,望仙楼,朝夕 歌声 春风 秋月
97657,Song,陶弼,一峰高起塞天关|堪作皇家外屏山|可惜化工安著远|半遮中国半遮蛮,屏山,化工 屏山 中国 皇家
97660,Song,吴芾,一雨欢声已沸传|更观佳句倍欣然|一时果遂为霖望|会见重书大有年,和任路分喜雨,欢声 佳句 倍 大
97661,Yuan,贡师泰,碇手在船功最多|一人唱声百人和|何事浅深偏记得|惯曾海上看风波,海歌八首 其八,功 浅深 看 风波
97665,Song,李龙高,虚窗净几坐劬书|姑射仙人伴我癯|谁笑月明家四壁|案头犹自有珊瑚,瓦瓶,月明 仙人 珊瑚 姑射
97666,Song,释宝昙,辘轳声中井花满|亦有口腹如许清|百花丛中度朝夕|一点不关流俗情,花瓶,流俗 声中 朝夕 辘轳
97672,Song,林迪,高下人家绕郡城|隔湖遥认笑谈声|黄庭阅罢无馀事|却倚朱栏看月生,东湖 其五,笑谈 高下 馀事 人家
97675,Song,释道潜,舍南舍北尽云山|此处躬耕有底难|社饮鸡豚好邻里|一杯相属百忧宽,次韵李端叔题孔方平书斋壁 其四,躬耕 云山 邻里 鸡豚
97684,Song,姜夔,游人归后天街静|坊陌人家未闭门|帘里垂灯照尊俎|坐中嬉笑觉春温,灯词四首 其四,天街 闭门 游人 人家
97688,Song,余深,阆山萦绕锁春风|竹密花深隐映中|行到夹城催锡宴|秾华西畔看繁红,奉和御制禁苑花开社日锡宴秾华阁 其三,花深 西畔 春风 隐映
97694,Song,魏了翁,两地耶娘正健强|门楣况是得安郎|七年重会非容易|且为新阳釂一觞,长女生日 其三,郎 新阳 釂 门楣
97699,Song,李觏,凝旒南面总虚名|庙祀何曾暂割牲|但学禅心能忍辱|莫羞侯景陷台城,梁帝,虚名 南面 禅心 台城
97700,Song,周紫芝,春湖潮满入青天|浪拍东风打钓船|人在空濛飞絮里|鸟啼红白乱花前,湖居无事日课小诗 其一,青天 飞絮 钓船 鸟啼
97708,Song,释智朋,片帆不是等闲开|冲破洪波白浪堆|眨上眉毛千万劫|有谁洗脚上船来,古航,片帆 洪波 白浪 堆
97709,Ming,韩雍,记得童年百不忧|每逢佳节盻嬉游|如今为客不知节|闻着歌声添客愁,午日闻竞渡歌,佳节 客愁 歌声 嬉游
97710,Song,张栻,一川晓色鹭分去|两岸烟花莺带来|径欲卜居从钓叟|绿杨缺处竹门开,春日西兴道中 其四,烟花 卜居 绿杨 晓色
97715,Song,朱淑真,停针无语泪盈眸|不但伤春夏亦愁|花外飞来双燕子|一番飞过一番羞,羞燕,伤春 飞过 花外 燕子
97717,Ming,成鹫,银山如画画应难|琪树琼枝玉作坛|自是东风太狼藉|天花吹落白云端,仙牛岭阻雪即事 其四,狼藉 白云 琼枝 天花
97722,Song,黄庚,书幌低垂风不来|兰膏花暖夜深开|剔残犹有馀光在|一点丹心未肯灰,书灯,未肯 低垂 丹心 兰膏
97723,Ming,刘琏,两岸青山插剑铓|一湾碧水引流长|荡桨却过深蔚处|栖禽飞起一双双,舟中漫兴六首 其一,碧水 青山 飞起 荡桨
97734,Ming,王世贞,谁道扶风近帝都|绕台千匝尽江湖|南荒岂少同游侣|踏遍春风闻鹧鸪,穆考功敬甫早岁乞休惟以读书苦吟为事今年拟少陵秋兴八首使其子光胤习右军书书之见寄走笔为谢得四绝句 其二,南荒 鹧鸪 江湖 春风
97749,Yuan,杨学文,明蟾破雨欲流冰|一碧涵空万籁沈|和梦起来犹是蝶|满襟花气露痕深,月夜,满襟 露 花气 欲流
97755,Song,释南雅,见见之时非是见|见犹离见若为论|钱塘江上中秋后|风急潮声万马奔,见见之时见非是见,潮声 风急 中秋 钱塘
97756,Song,魏了翁,明朝同上四贤山|要与群英尽日还|认取钩深堂上意|春风曳曳鸟关关,次韵虞退夫除夕七绝句 其七,明朝 群英 关关 春风
97768,Ming,胡俨,翠袖天寒雪满林|几回空咏白头吟|夜深独有幽闺月|照见共姜一寸心,题共节堂卷,满林 白头 寸心 翠袖
97769,Song,方回,子陵滩上一诗翁|七十四年双耳聋|第一老穷吟第一|一樽时与酹江风,寄同年宗兄桐江府判去言五首 其四,吟 子陵 诗翁 江风
97779,Ming,孙继皋,老桂飘香晚更奇|重开不怕朔风吹|请看璧月临长至|可让中秋午夜时,丙午十一月内侄张世卿茂才宅桂花盛开因赋 其一,中秋 朔风 璧月 午夜
97780,Ming,庄昶,片霞香点万书堆|手倦抛书拨篆灰|多少旁人迷指顾|是天台不是天台,桃林书屋为临江方文亨,旁人 堆 抛书 天台
97790,Ming,林鸿,泽下秋风五柳稀|葛巾强醉坐东篱|花间独照无青眼|今日相看似昔时,对菊咏 其二,秋风 葛巾 青眼 东篱
97793,Song,楼钥,墦间不足又之他|犹自施施骄室家|齐国一人如许尔|宁知后日事如麻,题孙谷桥墦间图 其一,事 骄 室家 齐国
97801,Yuan,李泂,诗人连类等丘山|著意尤深一粟间|九鼎云雷富魑魅|也应川泽破神奸,题钱舜举硕鼠图,云雷 著意 魑魅 诗人
97803,Ming,王世贞,太行峰色党青天|刺史搴帷紫气前|中夜星辰低摘尽|忆余飞赠蓟门烟,于鳞寄太行诸篇走笔以谢,青天 紫气 中夜 星辰
97832,Song,沈括,楼台两岸水相连|江北江南镜里天|芦管玉箫齐送夜|一声飞断月如烟,金山,江北 楼台 玉箫 江南
97833,Song,林亦之,绿水白鸥三月天|哀箫长短使人怜|草鞋踏雨同归去|此事如今十五年,曹廷辅挽词二首 其二,归去 绿水 白鸥 长短
97836,Tang,王建,千牛仗下放朝初|玉案傍边立起居|每日进来金凤纸|殿头无事不多书,宫词一百首 其六,初 起居 玉案 金凤
97843,Song,方回,种就株株攒万蕊|摘多干干茁三桠|此诗两句烦君听|不是闲花是菊花,久过重阳菊英粲然即事十首 其二,闲花 烦君 菊花 听
97844,Song,盛璲,梅花树下三间屋|挂壁枯桐尽日闲|有客过门弹一曲|断云残雪满空山,朱元晦过访 其二,梅花 空山 断云 残雪
97846,Ming,严嵩,忽惊海藏遗珍贝|见说宫中号吉祥|因是玉皇朝绛阙|天花片片落霓裳,恭纪恩赐诗 其二十七 赐银八宝亦曰八吉祥锭胜珊瑚犀角珠子名状各异,玉皇 见说 天花 霓裳
97864,Song,牟巘,春光一曲透霓屏|红锦绷中养不廷|谁道青峰白雨点|开元宰相也渠听,羯鼓图,红锦 谁道 春光 青峰
97872,Tang,李商隐,回望高城落晓河|长亭窗户压微波|水仙欲上鲤鱼去|一夜芙蓉红泪多,板桥晓别,水仙 长亭 高城 芙蓉
97885,Yuan,吴镇,灌木苍藤护草堂|流泉汩汩绕渔梁|书声遥送斜阳里|谁道空山白昼长,题画十首 其四,白昼 空山 斜阳 草堂
97887,Song,释绍昙,炉鞴亲从锻炼来|十分确硬亦心灰|盖空王殿承渠力|合水和泥做一回,石灰,做 锻炼 承 心灰
97891,Yuan,吴当,豫章城头百尺楼|三年明镜炤人愁|五老峰前秋色里|寸心折尽大刀头,中秋对月口号 其三,城头 明镜 秋色 寸心
97892,Tang,慧棱,万象之中独露身|惟人自肯乃相亲|昔时谬向途中觅|今日看来火里冰,口占,觅 火里 冰 途中
97894,Yuan,丁复,思入东风白雨边|暮云春树两茫然|不因绛灌轻新进|未必长沙识少年,酒间赠贾西白,暮云 东风 长沙 春树
97902,Yuan,王翰,闭门吟咏学饥鸢|孤兴高情自一天|清景惟诗收拾得|党家粗俗亦徒然,雪夜杂诗 其一,清景 闭门 高情 收拾
97904,Ming,谢晋,拟向中秋玩月来|朱弦拂拭酒新醅|阴云忍到今宵暗|不放霜娥下玉台,中秋夜不见月,玉台 朱弦 阴云 中秋
97905,Song,文同,苍崖棱层草芊绵|巨木半死生枯烟|羸牛日晚已噍草|稚子天寒犹打钱,邓隐老木寒牛,苍崖 日晚 稚子 天寒
97907,Yuan,凌云翰,渊明谩尔赋闲情|托物如何写得成|欲识春风无限意|樱桃花下背人行,美人图 其二,渊明 樱桃 春风 人行
97911,Ming,赵迪,花市银灯夜向深|香风罗绮迥沈沈|不知何处笙歌起|传得新愁上客心,客中元夕,客心 笙歌 香风 沈沈
97919,Ming,彭日贞,山花迎笑忆温柔|袅袅回风舞未休|落得榆钱空满地|不堪持赠作缠头,恻恻吟 其九十二,温柔 袅袅 回风 山花
97920,Ming,张萱,桃花深处迥无邻|曾许渔郎再问津|溪雨亦知园主意|却从花底拒游人,过小桃源用前韵戏赠主人 其一,问津 游人 桃花 渔郎
97924,Song,毕仲游,自怜贫病也为儒|灯火相亲十岁馀|昔作儿童今已老|案头犹有未看书,自怜,灯火 贫病 儿童 看书
97926,Ming,倪谦,湖山石畔好烧香|银汉无波玉露凉|低蹙翠裙深下拜|细将心事诉穹苍,于景瞻以闺情和予梦中之作少寓热中之意因效颦以复十首 其三,湖山 玉露 心事 银汉
97927,Ming,龚鼎孳,开元法曲梦华遥|肠断春云度玉箫|宝马香车今夕动|几人回首杜鹃桥,灯屏词次牧斋先生韵 其三,春云 玉箫 肠断 杜鹃
97938,Ming,吴琏,万个萧森一径遥|逼人清气日飘飘|瘦藤短帽闲来往|立听微风奏凤韶,桃源八景九首 其八 万竹径,微风 萧森 清气 飘飘
97941,Ming,程敏政,遍插茱萸少一人|苍苔白石已成尘|人生在世长如客|更结来生未了因,九日怨十章 其十,尘 苍苔 茱萸 白石
97944,Ming,谢矩,少年时节竞繁华|老大无成只叹嗟|闲里春光今又半|梅花落尽到杨花,偶述,梅花 老大 繁华 春光
97958,Song,项安世,缆作野叉浮水面|碇如狸爪下船头|长年笑语归船去|卧听颠风更不愁,风回二绝句 其二,水面 笑语 船头 长年
97960,Yuan,郝经,四围击柝锁重扉|春去春来总不知|肠断东城中酒后|春衫走马拂花枝,丁卯新馆寒食无花二首 其一,中酒 走马 肠断 花枝
97963,Song,赵崇嶓,陈事分明属绮罗|香尘吹尽井无波|行军长史何劳怒|次第论功妾更多,咏张丽华,绮罗 分明 次第 香尘
97967,Ming,王绅,太平不钓渭溪璜|白首之官上汉阳|鹦鹉洲中旧风月|从今收拾到黄堂,送汉阳安知州之任,收拾 风月 白首 鹦鹉
