,dynasty,author,content,title,keywords
361,Ming,王世贞,腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍,过于鳞郡斋分韵赋十二体得傍字,辘轳 北斗 浅 芙蓉
94475,Tang,徐凝,黄帝旌旗去不回|空馀片石碧崔嵬|有时风卷鼎湖浪|散作晴天雨点来,题缙云山鼎池二首 其一,空馀 旌旗 散作 崔嵬
94513,Yuan,赵氏,九重缥缈黄金阙|十二玲珑白玉楼|明朝了却人间梦|独跨青鸾自在游,谢世诗,明朝 玲珑 黄金 缥缈
94628,Yuan,乃贤,公子腰弓下直归|红门晚出马如飞|东街积雪无人扫|却恨春泥溅绣衣,雪霁晚归偶成二首 其一,马 绣衣 积雪 春泥
94635,Tang,詹敦仁,屹然相对两将军|化石经年久卧云|待把山河还圣主|肯随方国策元勋,题二石将军,山河 经年 将军 圣主
94693,Ming,严嵩,酒开天瓮绿醅浓|帽插金花柏叶重|愿祝圣龄如此柏|青青不改四时容,万寿日赐宴内殿赐宫制彩花并柏叶一枝金筒簪之,柏叶 青青 浓 金花
94746,Ming,凌义渠,潮痕滟滟绿生烟|山到嘉陵水到湔|锦色迷离遮不断|村村知近浴妃泉,蜀客谈蜀事 其五,嘉陵 村村 迷离 滟滟
94776,Ming,薛瑄,石上长松落午阴|有人松下鼓瑶琴|南风过处浑无迹|秪见千山万水深,山水小景四首 其二,南风 长松 瑶琴 松下
94904,Ming,王世贞,澹霭徐分远近山|一溪新涨碧湾环|行人不道褰裳苦|却似清沂出浴还,题赵干烟霭秋涉图,褰裳 远近 新涨 行人
94979,Tang,王昌龄,梁园秋竹古时烟|城外风悲欲暮天|万乘旌旗何处在|平台宾客有谁怜,梁苑,宾客 梁园 城外 旌旗
94986,Song,王质,驰上平冈小打围|相公自控紫丝鞿|一鞭挥出三千骑|惊动流红窣窣飞,上虞相行春口号十首 其二,骑 流红 小 打围
94991,Ming,王世贞,遥怜李白在浔阳|纵酒狂歌秋兴长|夜夜银河萦斗色|肯教龙剑吐风霜,怀吴明卿 其二,狂歌 银河 风霜 遥怜
95044,Ming,何绛,昔别江城何太匆|忆师常在五更钟|缄书欲寄樵西寺|寺隔春云千万重,寄白山上人 其一,江城 春云 缄书 欲寄
95100,Tang,刘长卿,萧条独向汝南行|客路多逢汉骑营|古木苍苍离乱后|几家同住一孤城,新息道中作,苍苍 萧条 孤城 客路
95161,Yuan,杨允孚,卖酒人家隔巷深|红桥正在绿杨阴|佳人停绣凭阑立|公子簪花倚马吟,滦京杂咏一百首 其八十四,佳人 凭阑 绿杨 人家
95258,Yuan,萨都剌,百尺台中谁夜直|西廊斜月照东廊|五更梦觉春寒甚|帘外梨花满树霜,和王本中直台书事 其一,满树 梨花 斜月 春寒
95318,Ming,黄淮,庙社崇严祀典尊|四时亲荐礼弥敦|圣诚感格神如在|国祚绵绵福庆蕃,乙未夏五月初三日夜梦侍朝因追想平日所见成绝句三十八首 其六,绵绵 尊 礼 神
95460,Ming,倪岳,纨扇西风日日凉|凄清光景断人肠|慈帏供奉身何托|冷眼闲看岁月长,观史而倦辄成短句意或有在不复次第览者幸贷其拙云 其二,凄清 岁月 西风 光景
95507,Song,方回,千树梅花斫半无|有人更欲涸西湖|曾思慎勿近前日|不看老彭观井图,记正月二十五日西湖之游十五首 其四,梅花 西湖 近 图
95559,Ming,王彦泓,眼前璧月照琼枝|剪断牢愁进一卮|记得风流江左字|破瓜时节酷裁诗,遣愁 其五,琼枝 璧月 风流 江左
95649,Song,王圭,尽日闲琐赌选仙|小娃争觅倒盆钱|上筹得占蓬莱岛|一掷乘鸾出洞天,宫词 其八十一,蓬莱 洞天 乘鸾 钱
95676,Ming,郑真,彪列星光盼斗南|正须问道结云庵|烧符叱咤风霆合|百尺蜿蜒奋碧潭,玉山李道会颜则求着福庆观记以黄谷二十六咏见示用韵以寄 其十四,碧潭 问道 叱咤 蜿蜒
95828,Song,邵雍,年年时节近中秋|佳水佳山烂漫游|此际归期为君促|伊川不得久迟留,思程氏父子兄弟因以寄之 其一,归期 中秋 迟留 年年
95829,Ming,薛瑄,尽日江行路不迷|沟塍水满稻秧齐|参天绿树茅茨小|何处人家叫午鸡,黔阳山中十首 其三,参天 茅茨 绿树 人家
95970,Song,张自明,玉玲珑外玉崔巍|曾与三贤识面来|自有此山才有此|游人于此合裴回,丹霞岩,识面 崔巍 游人 裴回
96081,Song,喻良能,对泣何曾学楚囚|扁舟时作大江游|眼看西蜀三千里|身在淮南第几州,次韵王待制游东坡留题十一绝 其六,大江 眼看 淮南 扁舟
96112,Song,翁元广,谁把风刀剪薄罗|极知造化著功多|飘零易逐春光老|公子尊前奈若何,剪春罗,极知 造化 春光 飘零
96140,Ming,屈大均,故园风物趁春华|归及昭平即见家|僮女正薰临贺笋|畲人初制富川茶,送袁休庵通政 其六,风物 富 春华 家
96225,Song,王令,古风寥落欲何寻|常记南风素意深|闻说五弦弦不断|欲于何处借人琴,琴二首 其一,南风 闻说 古风 寥落
96238,Song,刘敞,繁香簇簇三株树|冷艳飘飘六出霙|移植天中来几月|欲看憔悴老江城,后土庙琼花,江城 天中 憔悴 飘飘
96241,Song,史尧弼,气象重归金马地|更看埋玉乱松楠|他年父老还能说|道上书生为指南,张府君挽诗 其五,他年 气象 金马 父老
96245,Ming,陈䞇,石城依旧青山绕|城下寒潮自往回|记得秦淮泊舟处|雁声啼向月中来,石头城,城下 青山 秦淮 雁声
96274,Song,张守,毣毣精思愧鲍宣|如如不动契金仙|回观争夺纷华地|已老吴蚕不复眠,和答钱文高四首 其二,纷华 金仙 吴蚕 愧
96489,Song,李复,银河一道下天来|苍壁冲云万仞开|白浪驾风千石转|四时不断响惊雷,飞泉,银河 白浪 惊雷 苍壁
96496,Ming,史谨,君到金台已暮秋|鹓鸾同集凤池头|不知野老含情处|日落秦淮独倚楼,寄郭挥使,秦淮 凤池 日落 含情
96546,Song,张栻,前日看花正薄阴|重来晴日更精神|莫教容易飞花片|且放千林自在春,腊月二日携家城东观梅夜归 其一,飞花 精神 晴日 看花
96591,Song,胡寅,旧花一一斩新春|慰荐经行自在身|且使缓开常照眼|莫教轻堕恐伤神,和仲固春日村居即事十二绝 其四,经行 斩新 伤神 照眼
96616,Song,危稹,记得萧郎登第时|谓言即日凤皇池|而今老等闲官职|日欠人钱夜欠诗,妇叹,凤皇 池 官职 萧郎
96626,Ming,高启,送春风雨苦潺潺|得告今朝免缀班|卧听鸠啼花落尽|此身如在故园间,四月朔日休沐雨中,风雨 潺潺 花落 卧听
96641,Song,姜特立,冯公岭上翠摩空|下视群山千万重|想得行人归意速|又穿云树过前峰,寄邦佐弟归乡,摩空 云树 群山 行人
96670,Song,李之仪,青黄赤白千畦稻|远近高低四面山|旧约买邻今已决|却忧无力伴跻攀,书龚彦本庄壁二绝 其一,远近 跻攀 青黄 高低
96695,Song,董嗣杲,凄凄吹笛裂寒云|羁客难禁醒坐闻|声逐逝波流不断|月明吹老戍回军,闻笛,寒云 凄凄 月明 吹笛
96856,Ming,王缜,两城对峙封疆壮|一水中流气脉长|夜永月明更漏萧|行人记得胜萍乡,宿光州,封疆 中流 月明 行人
96893,Ming,张以宁,斯文万古日当中|僣续遗经恐未公|辛苦河汾亭上叟|将琴直欲和南风,和同年马仲皋咏文韵 其一,叟 河汾 辛苦 遗经
96909,Song,徐积,紫府真人朝玉京|三千玉版先进名|叩头欲跪紫烟合|但闻玉佩玲珑声,早朝仙 其二,玉京 玉佩 玲珑 真人
96971,Song,王十朋,梁栋翚飞气象新|画工妙思亦通神|要令寒士皆春色|四景之中独画春,观贡院画春景图,寒士 气象 春色 画工
97002,Yuan,魏初,春草坡前万马尘|麝香犹带荔枝新|思量前日盘中舞|含笑君王是路人,马嵬 其二,春草 荔枝 君王 思量
97019,Ming,释函可,绝塞为神亦可怜|一瓢冰雪献尊前|经年佳节同寒食|莫把清贫诉上天,祀灶,佳节 冰雪 经年 寒食
97024,Yuan,郭钰,寒砚敲冰带泪磨|故园消息近如何|老妻不信愁深浅|归日应怜白发多,发家信,归日 白发 深浅 消息
97051,Ming,郑善夫,桃源县前雷雨急|洪河拍天黄雾深|淮南古意正愁目|更着悲歌乱客心,黄河二首 其二,悲歌 客心 桃源 淮南
97185,Song,曾丰,黎侯无补邑之民|业已言归岂诳人|中露泥中非所恋|子规何用更谆谆,罢县解归途中闻子规 其一,子规 谆谆 言归 恋
97235,Song,吕陶,好花长是怯狂风|荣谢都来十日中|未过清明时节在|更须携酒觅残红,和通判阎朝奉赏花四绝 其四,残红 狂风 携酒 清明
97238,Song,陈羽,忆昔吴王争霸日|歌谣满耳上苏台|三千宫女看花处|人静台空花自开,姑苏台览古,吴王 人静 宫女 歌谣
97245,Ming,董其昌,金华殿里是崆峒|分直谈经礼数崇|为问君门千万里|儒臣何路向重瞳,咏史四首 其三,礼数 崆峒 儒臣 重瞳
97387,Song,沈括,丞相旌旗久不归|虚堂宁止叹伊威|绿槐楼阁山蝉响|青草池塘野燕飞,陈丞相故宅,楼阁 池塘 旌旗 青草
97449,Song,周弼,尽日凭栏客兴浓|山虽西绕水还东|便乘春暮家园去|犹及棠梨满径风,思归 其三,凭栏 家园 棠梨 满径
97533,Tang,司空图,行人莫叹前朝树|已占河堤几百春|惆怅题诗柳中隐|柳衰犹在自无身,汴柳半枯因悲柳中隐,中隐 惆怅 行人 题诗
97552,Song,韩驹,立玉干云百尺高|晚年何事困铅刀|看君眉宇真龙种|犹解横身战雪涛,谢人寄茶筅子,晚年 看君 眉宇 龙种
97591,Jin,李俊民,天涯方叹异乡身|云别青山马踏尘|欲问孤鸿向何处|依依还似北归人,集古 送行,归人 天涯 青山 异乡
97691,Ming,薛瑄,圣明端拱太平时|好雨当春细若丝|应是柏台添气象|旋滋花柳更催诗,喜雨杂咏简院长诸公八首 其一,圣明 气象 催诗 花柳
97776,Ming,宗臣,千里关山拥帝京|万村烽火照连营|天高玉塞朝催战|日落黄河夜敕兵,塞上歌十首送王侍郎赴蓟镇 其三,黄河 关山 日落 烽火
97935,Ming,欧大任,江南江北露华深|黄叶丹枫寄远心|一夜归人头欲白|故园犹隔万家砧,秋夜,江北 露华 黄叶 江南
97969,Ming,胡奎,天台山下问刘郎|玉女纤蛾画得长|望断彩云无信息|春风吹落镜中央,题桃花画眉,彩云 刘郎 玉女 望断
98023,Yuan,丁鹤年,天上麒麟天下稀|月中几送八姨归|君王寓目应追悔|误看乘鸾度羽衣,戏题明皇照夜白图,天下 君王 麒麟 羽衣
98089,Song,邵雍,白羊玉屑诚佳物|臂痛头风正苦时|酒放半醺诗思动|窝中何用更呼医,代简谢王茂直惠酒及川笺,物 诗思 玉屑 头风
98216,Yuan,刘基,拥剑横行气象豪|浑疑缣素昃波涛|能令吻角流馋沬|莫向窗前咤老饕,题蟹 其二,横行 气象 浑疑 波涛
98253,Song,李之仪,会稽陈迹久荒芜|流落江城墨未枯|好向溪边示行客|问人能出百钱无,书扇,江城 流落 陈迹 溪边
98303,Ming,徐祯卿,两年为客逢秋节|千里孤舟济水傍|忽见黄花倍惆怅|故园明日又重阳,济上作,重阳 明日 惆怅 孤舟
98372,Ming,沈炼（刚夫）,山灵莫笑客囊轻|幅幅南川赠别情|却忆去年今日事|满篷风雪过江城,丹阳道中,江城 山灵 风雪 去年
98528,Yuan,王祎,一片如水青铜镜|懒教拂拭任昏沉|只为妾颜憔悴甚|照时分晓易伤心,古意二首 其二,青铜 伤心 憔悴 拂拭
98591,Yuan,胡天游,日射珠帘试晓晴|隙光斜上宝钗明|碧纱窗下无消息|闲数吴蚕几个生,春词和韵 其二,珠帘 窗下 消息 碧纱
98660,Ming,周立勋,新烟旧雨叹沉沦|又过江城十月春|杨柳渐看能赠别|故园芳草未归人,首春思归,江城 归人 旧雨 芳草
98675,Song,陈岩,五百年间岸谷移|邯郸枕上梦回时|兔葵燕麦玄都观|好继刘郎旧日诗,延华观,梦回 刘郎 旧日 邯郸
98721,Song,张埴,山灵浑不倦差排|四供相随好雨来|花木成行新膏沐|麻鞋更上一层台,初夏湖山 其四,花木 层台 山灵 成行
98785,Ming,王微,最难同学又同修|夫妇双栖百尺楼|到得一丝不挂处|长空孤月自悠悠,挽赵凡夫 其二,双栖 悠悠 长空 孤月
98807,Song,许应龙,金华彩胜年年巧|柏酒椒盘岁岁新|恭愿吾皇千万寿|四时无日不阳春,皇帝合春帖子 其四,金华 岁岁 阳春 年年
98831,Yuan,柯九思,林皋霜老红初冷|岩畔烟虚翠欲消|记得山阴曾访隐|一筇秋色度溪桥,题唐子华画秋江亭子,溪桥 岩畔 山阴 秋色
98885,Yuan,谭处端,谭马丘刘四个师|逍遥自在做修持|周天磨炼无穷宝|一片灵光自得知,述怀,周天 灵光 逍遥 师
98903,Song,高迈,荆棘丛中是故邻|更无君子与相亲|含英吐秀西风里|空把芳心向路人,道傍菊,荆棘 君子 芳心 西风
98911,Song,张嵲,天外峰峦排木杪|江边石气动云根|凭谁为谢东流水|好送寒声入故园,早发竹山二首 其一,云根 江边 天外 流水
98961,Jin,李汾,脚踏长安陌上尘|布衣西上欲谁亲|君王不省常何策|憔悴新丰一旅人,感寓述史杂诗五十首 其四 马中令周,布衣 君王 憔悴 长安
98977,Ming,佘翔,雪满江头路已迷|萍踪何事更凄凄|欲探禹穴怀司马|一夜扁舟入会稽,会稽舟中,江头 凄凄 司马 扁舟
98987,Song,王庭圭,诸葛奇才当十倍|谪仙词句满三千|我惟闭阁扪书册|扫地烧香亦静便,和刘英臣见寄二绝句 其一,烧香 扫地 谪仙 奇才
99014,Song,释德洪,觑逻牛儿亦久如|于今正好抚怜渠|但能收放知时节|咤咤常教旁屋庐,了翁谪廉欲置华严托余将来以六偈见寄其略曰杖头多少闲田地挑取华严入岭来次韵寄之 其四,抚 知 怜渠 旁
99015,Ming,吴与弼,两眼昏花日抱疴|书程全减睡魔多|春深何处无颜色|李白桃红奈若何,晓枕作 其二,睡魔 春深 李白 颜色
99072,Song,郑清之,小队旌旗半道归|松阴缓策揽清晖|女郎未觉褰帷过|笑语相教着嫁衣,和虚斋劝农十诗 其八,笑语 清晖 旌旗 小队
99085,Song,张镃,从此车书看混同|王春丕建四时功|八千岂但庄椿比|宸极光符万岁中,岁旦立春 其四,王春 车书 庄椿 功
99145,Ming,袁宏道,棒头有眼师辨取|响里寻文我不知|前日少陵祠上过|秋花秋鸟总如诗,甲辰中秋后二日礼德山鉴大师塔偶成四偈示同行诸衲 其四,诗 秋花 我 师
99183,Ming,江源,尽日深宫不卷帘|玉颜何用斗春妍|君王剩有关睢化|枉费长门买赋钱,宫词次邵汝学韵八首 其二,君王 玉颜 长门 深宫
99195,Ming,释函是,山南溪北见花开|曾逐东风舞万回|幸自雪霜无著处|莫因憔悴忆章台,衰柳二首 其一,雪霜 章台 东风 憔悴
99220,Tang,陆畅,九重深浅人不知|金殿玉楼倚朝日|一夜城中新雨晴|御沟流得宫花出,长安新晴,玉楼 城中 雨晴 深浅
99253,Song,释绍嵩,器度风标合出尘|高贤应总贵全真|野僧何以伸谣咏|鹤算三千别有春,知府黄寺簿生日 其四,出尘 高贤 风标 野僧
99332,Song,周紫芝,春意全灰病后心|粥鱼斋鼓听禅林|鸟啼南岭梦初断|花发故园人懒寻,次韵忍毋我春日三绝句 其三,禅林 花发 春意 鸟啼
99410,Song,崔敦诗,清明小苑条桑地|和暖平川浴种天|圣主俭勤游乐少|只将敦朴示民先,淳熙六年春帖子词 皇后合五首 其五,小苑 圣主 平川 清明
99429,Jin,张子和,酷嗜医经五十年|野芹曾献紫宸前|而今憔悴西山下|更比文章不值钱,㶏亭 其二,文章 西山 紫宸 憔悴
99553,Yuan,吴当,归舟日日向南风|积雨初收浪拍空|梦入龙冈清暑地|夜凉万斛水晶宫,归舟湖中梦至上都,南风 水晶 归舟 积雨
99632,Tang,王建,彼此抽先局势平|傍人道死的还生|两边对坐无言语|尽日时闻下子声,看棋,下 子声 平 言语
99860,Song,张栻,睡觉西山月正平|荷香不断晓凉生|园中只鹤知人意|已作金风警露声,题城南书院三十四咏 其三十,荷香 人意 西山 金风
99866,Song,赵炅,逢春总有看花情|时节心迷不可轻|但秪追游贪聚乐|几人顶戴愧三清,缘识 其二十,追游 看花 逢春 愧
99887,Ming,王世贞,春至能青秋更丹|山深不共荻花寒|武林官道知多少|总与行人醉面看,题枫谷卷为杭州喻邦相 其一,武林 荻花 山深 行人
99894,Ming,成鹫,韦曲江边老钓翁|自怡堂上主人公|当初不合曾相识|直至山穷水又穷,挽梁祖寿 其一,主人 江边 钓翁 韦曲
99900,Song,李石,止息未论山水音|有弦无弦只此琴|一杯山芋午茶罢|膝上南风慈母心,扇子诗 其三十六,南风 未论 慈母 山水
99902,Song,张耒,颇疑蜂蝶过邻家|知是东墙去岁花|骏马无因迎小妾|鸱夷何用强随车,晁二家有海棠去岁花开晁二呼杜卿家小娃歌舞花下痛饮今春花开复欲招客而杜已出守戏以诗调之,去岁 鸱夷 邻家 蜂蝶
99962,Ming,黄元忠,柳拂青梢一干斜|辘轳台畔数归鸦|夜来红雨春深路|记得江南有落花,丙寅季春过陈道夫看海棠,红雨 落花 春深 江南
100122,Ming,屈大均,牵路林中一线长|萦纡不断似回肠|并刀欲剪千千尺|不使征夫到瘴乡,秋日自广至韶江行有作 其十,瘴乡 萦纡 回肠 林中
100134,Song,李迪,南指嵩高北太行|大河中出贯灵长|君王不恃金汤险|自有仁恩结万方,题河阳后城平嵩阁,金汤 君王 大河 结
100242,Song,史浩,自倚倾城绰约娘|不争时世作新妆|若将西子相唐突|正恐莲花似六郎,题左举善郊居四绝 其四 总相宜堂,新妆 倾城 莲花 西子
100298,Song,赵善傅,日落寒山剪剪风|一行雁字各西东|虽然颜面睽千里|料得相思两地同,秋夜有怀孟兄,雁字 寒山 剪剪 日落
100358,Song,王橚,奁镜平开碧四围|百重山里亦希奇|写成万古空明趣|只为中秋一首诗,北湖水月,空明 中秋 山里 碧
100437,Song,袁说友,轻梅拂拂有馀清|笔下翻成月下横|昨夜小屏幽梦断|恍如烟雨瘴江城,题墨梅,江城 烟雨 昨夜 梦断
100514,Jin,宋九嘉,江心月影尽一掬|船头月影尽一吸|夜凉风露点宫袍|天地之间一李白,题李白泛月图,天地 风露 船头 月影
100667,Song,彭龟年,弦歌到处即熙然|桑柘青含淡淡烟|肯倩奇花树民怨|为人岁岁作春妍,挽赵通判五首 其一,桑柘 弦歌 岁岁 淡淡
100726,Song,吴芾,古邑荒凉但有松|浓阴夹道势腾空|行人破暑忙归去|未必茅檐有此风,咏松 其二,归去 茅檐 荒凉 行人
100759,Song,孙觌,莳竹流泉占一邱|倚筇尽日看游鯈|崎岖好事无人共|独饮泉旁自献酬,龟潭三首 其二,流泉 崎岖 献酬 好事
100799,Ming,曾棨,一家去住两关情|行李萧然又出京|记得别时寒食后|断烟残雨石头城,忆别,石头 行李 关情 寒食
100810,Song,曾季狸,一灯投宿阿兰若|雨过凉生夜气清|何许秋声惊客梦|檐间不断一铃鸣,相峰寺,客梦 秋声 夜气 雨过
100921,Tang,张祜,行人候晓久裴徊|不待鸡鸣未得开|堪羡寒溪自无事|潺潺一夜宿关来,宿武牢关,寒溪 潺潺 鸡鸣 行人
100926,Song,文天祥,扬州昨夜有人来|误把忠良按剑猜|怪道使君无见解|城门前日不应开,出真州 其二,扬州 昨夜 按剑 城门
100933,Song,仇远,一帘迟日忽开晴|侧近园池得散行|尽胜草堂穷处士|有花有酒作清明,喜晴,迟日 园池 草堂 清明
101007,Ming,李孙宸,四时生计堪娱老|几代居人不下山|今日纵堪吾共隐|悔留名姓在人间,西樵山中杂咏 其五,吾 名姓 山 居人
101062,Tang,李昌符,又将书剑出孤舟|尽日停桡结远愁|莫道江波话离别|江波一去不回流,赠别,孤舟 离别 停桡 书剑
101157,Song,王洋,国虽褊小亦封除|疏奉仙灵意气馀|犹有黄冠说前日|开元曾是下天书,题演法观,天书 仙灵 意气 黄冠
101172,Yuan,周伯琦,颇黎瓶中白马酒|酌以碧玉莲花杯|帝觞馀沥得沾丐|洪禧殿上因裴回,是年五月扈从上京宫学纪事绝句二十首 其十,莲花 白马 碧玉 裴回
101177,Ming,屈大均,流乱轻丝不自持|依依最是嫩条时|春来几日犹无力|叶叶吹开未作眉,越台新柳 其五,未作 眉 叶叶 吹开
101195,Ming,李时勉,南行谁喜说南风|独棹扁舟逆浪中|夜宿广陵逢北客|几人相语此心同,送黄恒修还乡祭扫五首 其三,南风 广陵 北客 扁舟
101246,Song,黄彦平,寒食犹须数日间|楚亭才隔几重山|归时便有桃花否|试擘华笺问曲栏,归途次韵 其三,数日 曲栏 桃花 寒食
101261,Ming,何景明,三阵五阵打荷雨|一点两点照水萤|笙歌留客不知夜|灯火回舟直到城,游黔国鱼池四首 其四,灯火 笙歌 照水 留客
101321,Ming,陈邦彦,菡萏香浮荔火齐|故人遥在二禺西|春来虚有相过喜|时倚蓬门听马蹄,寄吴朝泗崔象垣 其一,马蹄 蓬门 香浮 菡萏
101457,Ming,何景明,夹路香尘夜不开|万人争道看灯来|金波宛转千门里|银汉逶迤一道回,元夕怀都下之游五首 其三,宛转 金波 香尘 银汉
101535,Ming,区元晋,梦里罗浮安在哉|醒看奇岫俯高台|自犹记得飞云顶|移动云根一片来,一拳石 其一,高台 罗浮 云根 飞云
101589,Song,邹浩,群山环拱一山青|曾驻仙翁竟得名|前日授书非我事|旄头不耀正休兵,过仙翁山,旄头 山青 群山 仙翁
101608,Song,罗适,京城湿墨遗相知|心绕天台四散飞|记得小田桥上月|五更河露湿人衣,题天台茅桥,天台 人衣 湿 京城
101648,Yuan,徐贲,何处歌声怨别离|夕阳亭上送君时|南风似为行人惜|欲使扁舟逆上迟,送赵乡之杭州,送君 别离 扁舟 行人
101688,Ming,申时行,上林佳处午桥边|半染赪霞半著烟|记得曲江春日里|一枝曾占百花先,杏花,烟 春日 桥边 曲江
101699,Tang,白居易,禁苑残莺三四声|景迟风慢暮春情|日西无事墙阴下|闲蹋宫花独自行,残春曲,墙阴 宫花 禁苑 暮春
101776,Ming,胡俨,风生岩壑度松声|百尺楼头月正明|万物忘来心似水|白云何事独关情,题曹编修茅山揽秀图四首 其四,楼头 白云 松声 关情
101844,Ming,潘希曾,济溢河奔漫泗亭|官舟逆水阻修程|南风一夕开帆好|卧听船头轧浪声,过泗亭,南风 程 船头 卧听
101871,Yuan,尹廷高,重华苗裔许谁同|寓意阶前旧菊丛|一片古音人未识|无弦琴里操南风,虞博士扁所居东西曰陶曰邵以寓尚友古人之意各赋一首 其一,南风 未识 古音 重华
101874,Song,魏了翁,气端解使四时青|万物彫零独典刑|严子高风扶汉鼎|包胥劲节撼秦庭,将作监栽竹徐直翁清叟俾予书植贤亭三大字以诗见贻 其二,典刑 劲节 高风 扶
101875,Song,徐遹,白发青衫晚得官|琼林宴罢酒肠宽|平康过尽无人问|留得宫花醒后看,琼林宴罢作,琼林 宫花 青衫 白发
101927,Tang,白居易,百岁无多时壮健|一春能几日晴明|相逢且莫推辞醉|听唱阳关第四声,对酒五首 其四,醉 晴明 第 阳关
101956,Song,杜范,布袜青鞋得远寻|四边卧石护清深|从他照破千人胆|容我论交一片心,照胆潭,护 远寻 青鞋 布袜
102118,Ming,徐简简,庭院沈沈尽日扃|自将书法学兰亭|中官领得芙蓉粉|催入长春写御屏,宫词二首 其二,兰亭 庭院 沈沈 芙蓉
102121,Ming,黎贞,龙溪山高青若蓝|下有百尺之云岩|丹厓翠壑峻且巉|朝朝莫莫飞晴岚,新宁龙溪山石室,晴岚 朝朝 山高 云岩
102229,Jin,元好问,东野穷愁死不休|高天厚地一诗囚|江山万古潮阳笔|合在元龙百尺楼,论诗三十首 其十八,东野 高天 江山 穷愁
102231,Song,邓有功,玉溪溪上雨声乾|日暮东风客衲寒|数树梅花吹作雪|行人犹自倚阑干,玉山道上,雨声 阑干 日暮 行人
102303,Song,张明中,朱雀窗间小小窥|诙谐儿子已心知|如何仙种今流落|万颗甘寒付阿谁,谢惠红桃二首 其一,儿子 流落 小小 朱雀
102389,Song,金君卿,谢公山下见孤坟|下阚平江万顷云|尽日舣舟空怅望|谪仙风骨在遗文,李白坟,风骨 怅望 谪仙 孤坟
102430,Ming,史靖可,君王亲为计归程|几日携家出凤城|江上春来有风浪|扁舟好向里河行,送宋学士,归程 君王 扁舟 凤城
102530,Ming,张诩,五仙胜迹坡山岑|第一楼高冠古今|记得扁舟湖口过|噌吰枕畔有鲸音,岭南第一楼,扁舟 胜迹 枕畔 楼高
102609,Ming,解缙,孔壁遗经义可寻|都因传注惑人心|从头且莫生枝节|记得全文直万金,寄倪以孚,义 人心 孔壁 遗经
102614,Ming,石宝,鹤发童颜会面难|况将歌酒奉深欢|南风已入高秋树|才得归鸿一问安,忆亲 其二,南风 归鸿 高秋 鹤发
102634,Ming,徐庸,白石层层覆落花|薜垣萝屋隐沦家|扁舟有客清江上|问路来寻不惮赊,画 其二,落花 白石 扁舟 隐沦
102639,Ming,欧大任,百万军储待闸开|冰鲜飞舸内官催|鲥鱼只为供时荐|卢橘杨梅岁岁来,都下感事口号志喜六首 其三,卢橘 岁岁 供 杨梅
102659,Tang,杜荀鹤,吟尽三更未著题|竹风松雨共凄凄|此时若有人来听|始觉巴猿不解啼,秋夜苦吟,竹风 凄凄 啼 题
102881,Ming,林大钦,烟晴花发春菁葱|鸟语虫声幽事同|看待笋根供饱饭|青鞋又过竹萝中,春日遣兴四首 其一,幽事 鸟语 虫声 青鞋
102888,Song,喻良能,惊流落石震林坰|一洗红尘耳目醒|妙语曾闻杜陵老|高江急峡斗雷霆,峡桥 其一,雷霆 红尘 耳目 妙语
102926,Song,张公庠,圣主忧勤览万机|日高前殿步舆归|太官进膳传呼速|御合翩翩入禁扉,宫词 其六十九,日高 圣主 翩翩 忧勤
103054,Ming,陈昌,宴罢瑶池夜未央|归来带得紫云浆|刘郎命薄无仙分|只识金柈露水凉,葡萄,瑶池 未央 刘郎 紫云
103152,Ming,湛若水,西掖垣西小草堂|一星悬处几星霜|孤舟书剑趋庭日|记得斋居此坐忘,送陈元白归省三首 其一,孤舟 星霜 书剑 草堂
103238,Ming,欧大任,宝剑谁持托片心|江城何处不萧森|为君欲请南昌尉|岂但金门可陆沉,答朱正叔六首 其一,江城 金门 宝剑 萧森
103256,Song,朱熹,蜀树成行翠作围|花开时节更芳菲|主人梦亦寻春去|栩栩深穿锦障飞,次吕季克东堂九咏 其八 海棠屏,主人 芳菲 成行 栩栩
103572,Song,陈著,雨中菜酒得相陪|天忽安排晚霁开|明月归途定回首|橘香时节又须来,晚晴次前韵似前人,雨中 回首 安排 明月
103618,Ming,董纪,青山深处白云多|茅屋依然在涧阿|借问隐君归去后|故园秋色近如何,题姚澹如画扇寄梁彦思大尹,归去 借问 茅屋 秋色
103813,Ming,丘浚,旧岁花残今又开|去年人去几曾来|不知明岁花时节|人在天涯回未回,春闺怨 其二,人去 天涯 去年 花残
103922,Song,王野,雨重垂杨绿未乾|一渠流碧弄潺潺|暝鸦过尽东风恶|独倚衡门看远山,杨柳,垂杨 潺潺 远山 衡门
103964,Song,孙应时,水边篱落影疏疏|一见风姿意豁如|驿使莫嫌时节晚|少留春半作春初,江北梅开殊晚和林实之别驾韵 其一,风姿 水边 篱落 疏疏
104034,Ming,胡俨,乔木千章荫碧溪|春深门巷绿阴齐|杨花雪落东风软|时有幽禽自在啼,曾氏八咏为子棨侍讲赋 其六 乔木春阴,春深 门巷 绿阴 乔木
104038,Ming,赵完璧,金郊月落促战鼓|壮士喊声怒如虎|将台百尺高入云|北风寒透将军股,都城闻西郊阅武,北风 月落 将军 壮士
